,city,comments,name,prices,quality_price,rating,services,stars,id,rank
705,Mazunte,19,Luna de Miel,,5.0,4.0,Estacionamiento # Internet de alta velocidad gratuito (WiFi) # Wifi # Se admiten mascotas ( Se aceptan perros / mascotas ) # Almacenamiento de equipaje # Cambio de divisas # Recepción disponible las 24 horas # Check-in y check-out exprés # Comedor # Servicio de limpieza # Balcón privado # Caja fuerte # Refrigerador # Cocina # Camas extralargas # Productos de tocador de cortesía # Vista al mar # Habitaciones para no fumadores # Suites # Habitaciones para familias # Habitaciones para fumadores disponibles,3.0,633,67
1408,Mazunte,1,Hotel El Mazunte Posada,,0.0,4.0,,0,638,72
706,Mazunte,24,Casa Mazunte Tierra Viva Casa de campo,785 # 866,5.0,4.5,Estacionamiento gratis # Garaje de estacionamientos # Internet de alta velocidad gratuito (WiFi) # Restaurante # Playa # Actividades infantiles (Ideal para niños / familias) # Almacenamiento de equipaje # Hotel para no fumadores # Servicio de limpieza # Botellas de agua # Kitchenette # Microondas # Refrigerador # Habitaciones para no fumadores # Suites # Habitaciones para familias # Habitaciones para fumadores disponibles,2.0,639,73
416,Sisal,2,Mon´s Place,,0.0,5.0,,0,1430,1
418,Sisal,3,Hotel La Casona De Sisal,,0.0,4.5,Internet gratuito # Piscina al aire libre # Toallas para la piscina/playa # Restaurante # Terraza en la azotea # Sombrillas # Aire acondicionado # Escritorio # Servicio de limpieza # Baños privados # TV por cable/satélite # Bañera/Ducha # Productos de tocador de cortesía # Vista al mar # Suites,0,1432,3
248,Sisal,1,Casa Kinich Sisal Hostal especializado,,0.0,5.0,,0,1433,4
415,Sisal,2,Finca Viejo Sisal,,0.0,4.5,,0,1434,5
412,Sisal,2,Hotel La Casona de Sisal Posada,,2.0,3.5,,0,1439,10
414,Sisal,1,Hotel El Faro Sisal Apartamento,,0.0,5.0,,0,1442,13
1412,Todos Santos,194,Hotel Casa Tota,,4.5,4.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Bar/Salón # Se admiten mascotas ( Se aceptan perros / mascotas ) # Transporte al aeropuerto # Terraza en la azotea # Almacenamiento de equipaje # Aire acondicionado # Servicio de limpieza # TV pantalla plana # Habitaciones para no fumadores,3.5,1460,1
1418,Todos Santos,429,Guaycura Boutique Hotel Beach Club & Spa,4477 # 4477 # 4477 # 4499 # 4477 # 4478,4.5,4.5,Internet de alta velocidad gratuito (WiFi) # Piscina # Sauna # Bar/Salón # Alquiler de bicicletas # Se admiten mascotas ( Se aceptan perros / mascotas ) # Spa # Terraza en la azotea # Aire acondicionado # Playa privada # Balcón privado # Servicio a la habitación # Caja fuerte # TV pantalla plana # Habitaciones para no fumadores # Suites # Habitaciones para familias,3.5,1461,2
1417,Todos Santos,95,Paradero Todos Santos Hotel,12756 # 12756 # 12756 # 12756 # 12760 # 12756,4.5,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Desayuno gratis # Bar/Salón # Restaurante # Transporte al aeropuerto # Spa,0,1462,3
1416,Todos Santos,104,La Bohemia Baja Hotel Pequeno,2904,5.0,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Bar/Salón # Guardería # Se admiten mascotas ( Se aceptan perros / mascotas ) # Transporte al aeropuerto # Conserje # Aire acondicionado # Servicio de despertador/Reloj despertador # Bañera/Ducha # Productos de tocador de cortesía # Habitaciones para no fumadores # Suites # Habitaciones para familias,3.0,1463,4
1415,Todos Santos,14,Quinta Santa Rosa Hotel,,5.0,4.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Desayuno gratis # Alquiler de bicicletas # Excursionismo # Los niños se alojan gratis # Piscina para niños # Habitación libre de alérgenos # Cortinas blackout # Aire acondicionado # Escritorio # Servicio de limpieza # Máquina de café/té # Camas extralargas # Bañera/Ducha # Vista a la montaña # Vista al mar # Vista a la ciudad # Vista a la piscina # Habitaciones para no fumadores # Suites # Habitaciones para familias,0,1464,5
1419,Todos Santos,69,Perro Surfero Boutique Hotel B & B,2199 # 2826 # 2812,5.0,4.5,Internet de alta velocidad gratuito (WiFi) # Wifi # Piscina # Piscina al aire libre # Gimnasio / Sala de entrenamiento # Se admiten mascotas ( Se aceptan perros / mascotas ) # Terraza en la azotea # Conserje # Aire acondicionado # Habitaciones para no fumadores # Habitaciones para familias,0,1465,6
1414,Todos Santos,123,Serendipity B & B,3387 # 3387,5.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Desayuno gratis # Playa # Actividades infantiles (Ideal para niños / familias) # Instalaciones para conferencias # Salón de banquetes # Aire acondicionado # Servicio de limpieza # Botellas de agua # Minibar # Refrigerador # Vista al mar # Habitaciones para no fumadores # Habitaciones para familias,5.0,1466,7
1413,Todos Santos,6,Hotelito Casa Morelos B & B,,4.0,4.0,,0,1467,8
1410,Todos Santos,13,Todos Santos Hostel,,5.0,4.5,Estacionamiento público gratuito cercano # Estacionamiento en la calle # Internet de alta velocidad gratuito (WiFi) # Actividades infantiles (Ideal para niños / familias) # Se admiten mascotas ( Se aceptan perros / mascotas ) # Instalaciones para hacer parrillas # Hotel para no fumadores # Muebles de exterior # Botellas de agua # Kitchenette,0,1468,9
1474,Todos Santos,2,Las Bougainvilleas Rancho,,0.0,4.0,,0,1469,10
1471,Todos Santos,17,Motel Guluarte Alojamiento,,4.5,3.0,Actividades infantiles (Ideal para niños / familias) # Servicio de lavandería,0,1470,11
1365,Todos Santos,27,Pachamama Mexico,,4.5,4.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Gimnasio / Sala de entrenamiento # Desayuno gratis # Playa # Alquiler de bicicletas # Spa # Aire acondicionado # Kitchenette # Habitaciones para no fumadores # Suites,0,1471,12
1473,Todos Santos,1,Way Of Nature Bed & Breakfast,,0.0,5.0,,0,1472,13
1475,Todos Santos,831,Hotel California,,4.0,4.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Piscina # Piscina al aire libre # Bar/Salón # Conserje # Tienda de regalos # Aire acondicionado # Balcón privado # Servicio a la habitación # Habitaciones para no fumadores # Suites # Habitaciones para familias,3.0,1473,14
1476,Todos Santos,3,Gypsy Canyon Alojamiento,,0.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Desayuno gratis # Playa # Transporte al aeropuerto # Spa,0,1474,15
1477,Todos Santos,3,Alegria Posada,,0.0,4.5,,0,1475,16
1446,Todos Santos,245,Los Colibris Casitas Villa vacacional,,5.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Clases de yoga # Desayuno disponible # Playa # Buceo # Libros #  DVD #  música para niños # Aire acondicionado # Comedor # Servicio de limpieza # Balcón privado # Kitchenette # Refrigerador # Bañera/Ducha # Secador de pelo # Vista al mar # Habitaciones para no fumadores,3.0,1476,17
1420,Todos Santos,103,Hacienda Todos Los Santos Hotel,4085 # 4085 # 4085 # 4085 # 3689,4.5,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Piscina # Piscina al aire libre # Masaje # Aire acondicionado # Balcón privado # Sala de estar # Kitchenette # Microondas # Utensilios de cocina # TV pantalla plana # Suites,5.0,1477,18
1380,Todos Santos,25,Hotel Miramar,,4.0,3.5,Estacionamiento gratis # Piscina # Se admiten mascotas ( Se aceptan perros / mascotas ) # Servicio de lavandería,2.0,1478,19
1478,Todos Santos,37,Posada del Molino Apartamento,,4.0,4.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Alquiler de bicicletas # Masaje # Instalaciones para hacer parrillas # Hotel para no fumadores # Check-in y check-out privado # Aire acondicionado # Máquina de café/té # Kitchenette # Microondas # Refrigerador # Bañera/Ducha # Productos de tocador de cortesía # Secador de pelo # Habitaciones para no fumadores # Suites,3.0,1479,20
1364,Todos Santos,425,Villa Santa Cruz,,5.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Clases de yoga # Desayuno gratis # Playa # Alquiler de bicicletas # Sillitas altas disponibles # Cortinas blackout # Batas de baño # Aire acondicionado # Servicio de limpieza # Balcón privado # Caja fuerte # Ducha a ras de suelo # Bañera/Ducha # Vista a la montaña # Vista al mar # Vista a la piscina # Suite nupcial # Habitaciones para no fumadores # Suites # Habitaciones para familias,4.0,1480,21
1480,Todos Santos,471,The Hotelito B & B,,5.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Desayuno disponible # Alquiler de bicicletas # Bicicletas disponibles # Libros #  DVD #  música para niños # Servicio de taxi # Purificador de aire # Batas de baño # Aire acondicionado # Escritorio # Máquina de café/té # Base de conexión para el iPod # Camas extralargas # Ducha a ras de suelo # Habitaciones para no fumadores,3.0,1481,22
1422,Todos Santos,136,Hotel San Cristobal,,4.5,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Gimnasio / Sala de entrenamiento # Bar/Salón # Playa # Actividades infantiles (Ideal para niños / familias) # Se admiten mascotas ( Se aceptan perros / mascotas ) # Batas de baño # Aire acondicionado # Escritorio # Balcón privado # Servicio a la habitación # Bañera/Ducha # Habitaciones para no fumadores # Suites,0,1482,23
1482,Todos Santos,100,Casablanca B & B,,5.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Clases de yoga # Desayuno gratis # Alquiler de bicicletas # Bicicletas disponibles # Se admiten mascotas ( Se aceptan perros / mascotas ) # Escritorio # Servicio de limpieza # Botellas de agua # Bañera/Ducha # Productos de tocador de cortesía # Secador de pelo # Habitaciones para no fumadores,0,1483,24
1483,Todos Santos,188,Villas La Mar,,5.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Piscina # Playa # Excursionismo # Hotel para no fumadores # Zona de picnic # Aire acondicionado # Balcón privado # Caja fuerte # Kitchenette # Microondas # Refrigerador # Utensilios de cocina # Bañera/Ducha # Vista al mar # Habitaciones para no fumadores # Suites,3.0,1484,25
1484,Todos Santos,328,Todos Santos Inn Hotel,,4.5,5.0,Estacionamiento en la calle # Internet gratuito # Piscina # Desayuno gratis # Se admiten mascotas ( Se aceptan perros / mascotas ) # Transporte al aeropuerto # Masaje # Almacenamiento de equipaje # Habitación libre de alérgenos # Batas de baño # Aire acondicionado # Servicio de limpieza # Balcón privado # Caja fuerte # Radio # Bañera/Ducha # Habitaciones para no fumadores # Suites,3.0,1485,26
1485,Todos Santos,446,Posada La Poza Hotel,,4.5,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Desayuno gratis # Playa # Excursionismo # Alquiler de autos # Masaje en pareja # Batas de baño # Aire acondicionado # Playa privada # Servicio de limpieza # Minibar # Base de conexión para el iPod # Camas extralargas # Ducha a ras de suelo # Vista al mar # Vista a la piscina # Habitaciones para no fumadores,4.5,1486,27
1363,Todos Santos,1,Desierto Azul Alojamiento,,0.0,5.0,,0,1488,29
1362,Todos Santos,2,Vista Tortuga Villas,,0.0,3.5,,0,1489,30
1500,Todos Santos,46,Flora del Mar Posada,,4.5,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Bañera de hidromasaje # Piscina al aire libre # Cancha de tenis # Se admiten mascotas ( Se aceptan perros / mascotas ) # Kitchenette # Refrigerador # Bañera/Ducha,4.0,1494,35
1497,Todos Santos,9,Osprey San Pedrito Villa vacacional,,5.0,5.0,Playa,0,1497,38
1498,Todos Santos,295,Arriba de la Roca,,5.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Wifi # Piscina # Desayuno gratis # Playa # Solo para adultos # Conserje # Balcón privado # Servicio a la habitación # Caja fuerte # Vista al mar # Habitaciones para no fumadores # Habitaciones para familias,0,1498,39
1499,Todos Santos,26,CalyCanto Casitas Villa vacacional,,5.0,5.0,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Happy Hour # Playa # Actividades infantiles (Ideal para niños / familias) # Se admiten mascotas ( Se aceptan perros / mascotas ) # Conserje # Aire acondicionado # Kitchenette # Microondas # Refrigerador # Habitaciones para no fumadores # Suites # Habitaciones para familias,0,1499,40
1481,Todos Santos,179,Casa Bentley B & B,,4.5,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Playa # Guardería # Actividades infantiles (Ideal para niños / familias) # Se admiten mascotas ( Se aceptan perros / mascotas ) # Red para mosquitos # Aire acondicionado # Kitchenette # Refrigerador # Bañera/Ducha # Productos de tocador de cortesía # Habitaciones para no fumadores # Suites # Habitaciones para familias,3.0,1500,41
1479,Todos Santos,38,Casa Rancho Alojamiento,,5.0,4.5,Estacionamiento gratis # Internet de alta velocidad gratuito (WiFi) # Piscina # Piscina al aire libre # Bar/Salón # Alquiler de bicicletas # Se admiten mascotas ( Se aceptan perros / mascotas ) # Hotel para no fumadores # Kitchenette # Refrigerador # Habitaciones para no fumadores # Suites # Habitaciones para familias,0,1501,42
