city,comments,name,prices,quality_price,rating,services,stars,url
Riviera Maya,2 opiniones,Kasa Hotel Kuyen Tulum Posada,,ui_bubble_rating bubble_50,5.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d23734979-Reviews-Kasa_Hotel_Kuyen_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,2 opiniones,"Oryx Hostel, Tulum",$299,,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Playa,Alquiler de bicicletas,Transporte al aeropuerto,Muebles de exterior,Baño compartido,Aire acondicionado,Servicio de limpieza,Baños privados,Máquina de café/té,Horno,Refrigerador,Cocina,Bañera/Ducha",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d23685575-Reviews-Oryx_Hostel-Tulum_Yucatan_Peninsula.html
Riviera Maya,2 opiniones,"Agua de Mar 103 by iMexico Apartamento, Tulum",,,5.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d21397405-Reviews-Agua_de_Mar_103_by_iMexico-Tulum_Yucatan_Peninsula.html
Riviera Maya,2 opiniones,Akkuun Tulum Hotel especializado,,,5.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d23737566-Reviews-Akkuun_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,3 opiniones,"Maria Maria, Tulum",,,5.0,"Actividades infantiles (Ideal para niños / familias),Red para mosquitos,Aire acondicionado,Sala de estar,Kitchenette,Microondas,Minibar,Refrigerador,Utensilios de cocina,Productos de tocador de cortesía",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d12613469-Reviews-Maria_Maria-Tulum_Yucatan_Peninsula.html
Riviera Maya,6 opiniones,"Ko'os Hotel, Tulum",,,4.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d21310620-Reviews-Ko_os_Hotel-Tulum_Yucatan_Peninsula.html
Riviera Maya,14 opiniones,La Diosa Tulum Posada,"$4,262,$4,262",,3.5,Restaurante,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d23862979-Reviews-La_Diosa_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,3 opiniones,"Yaax Kiin Tulum, Tankah Tres",,,5.0,"Internet de alta velocidad gratuito (WiFi),Wifi,Aire acondicionado,Kitchenette",,https://www.tripadvisor.com.mx/Hotel_Review-g13971181-d14084567-Reviews-Yaax_Kiin_Tulum-Tankah_Tres_Tulum_Yucatan_Peninsula.html
Riviera Maya,4 opiniones,Boheme Tulum B & B,,,5.0,"Internet de alta velocidad gratuito (WiFi),Piscina,Piscina al aire libre,Bar/Salón,Restaurante,Se admiten mascotas ( Se aceptan perros / mascotas ),Servicio a la habitación",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d12675215-Reviews-Boheme_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,8 opiniones,Tribal Tulum,,ui_bubble_rating bubble_45,4.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Playa,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Almacenamiento de equipaje,Conserje,Aire acondicionado,Habitaciones para familias",4.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d15185582-Reviews-Tribal_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,7 opiniones,Hotel Mediterraneo Tulum,,ui_bubble_rating bubble_50,4.0,,3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d20396179-Reviews-Hotel_Mediterraneo_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,4 opiniones,"I Scream House, Tulum",,,4.5,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d19775715-Reviews-I_Scream_House-Tulum_Yucatan_Peninsula.html
Riviera Maya,14 opiniones,"Zenses Wellness & Yoga Resort Hotel, Tulum",,,3.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina para adultos,Clases de yoga,Desayuno disponible,Transporte al aeropuerto,Spa,Solo para adultos,Cortinas blackout,Batas de baño,Aire acondicionado,Servicio de limpieza,Minibar,TV por cable/satélite,Camas extralargas,Bañera/Ducha,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d19598142-Reviews-Zenses_Wellness_Yoga_Resort-Tulum_Yucatan_Peninsula.html
Riviera Maya,4 opiniones,Gastello Inn Tulum Hostal,,,4.5,"Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Desayuno gratis",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d16805287-Reviews-Gastello_Inn_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,10 opiniones,"Ambre & Epices Jungle Hotel & Spa, Tulum",,,4.0,"Estacionamiento gratis,Estacionamiento,Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Toallas para la piscina/playa,Desayuno gratis,Bar/Salón,Aire acondicionado,Servicio a la habitación,Caja fuerte,Teléfono,Estante para la ropa,Baños privados,Bañera/Ducha,Productos de tocador de cortesía,Vista a la piscina,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d19804254-Reviews-Ambre_Epices_Jungle_Hotel_Spa-Tulum_Yucatan_Peninsula.html
Riviera Maya,16 opiniones,The HighLine Tulum Apartamento,,,4.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Piscina en la terraza,Bar/Salón,Restaurante,Aire acondicionado,Kitchenette,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d14012486-Reviews-The_HighLine_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,4 opiniones,"Lumapi, Tulum",,,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Clases de yoga,Desayuno disponible,Playa,Buceo,Guardería,Chimenea,Caja fuerte,Botellas de agua,Estante para la ropa,Máquina de café/té,Kitchenette,Camas extralargas,Bañera/Ducha,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d12427235-Reviews-Lumapi-Tulum_Yucatan_Peninsula.html
Riviera Maya,23 opiniones,"Casa Villa Alquimia Posada, Tulum","$3,587",ui_bubble_rating bubble_40,3.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Bar/Salón,Playa,Juegos de mesa/Rompecabezas,Actividades infantiles (Ideal para niños / familias),Se admiten mascotas ( Se aceptan perros / mascotas ),Aire acondicionado,Playa privada,Servicio de limpieza,Caja fuerte,Servicio de despertador/Reloj despertador,Bañera/Ducha,Productos de tocador de cortesía,Habitaciones para no fumadores,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d6215471-Reviews-Casa_Villa_Alquimia-Tulum_Yucatan_Peninsula.html
Riviera Maya,15 opiniones,Hotel Tulum Inn,,ui_bubble_rating bubble_40,3.5,"Estacionamiento gratuito privado cercano,Garaje de estacionamientos,Internet de alta velocidad gratuito (WiFi),Actividades infantiles (Ideal para niños / familias),Almacenamiento de equipaje,Sala de estar o con TV compartida,Recepción disponible las 24 horas,Servicio de limpieza,Caja fuerte,Botellas de agua,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d10330696-Reviews-Hotel_Tulum_Inn-Tulum_Yucatan_Peninsula.html
Riviera Maya,64 opiniones,"OYO Hotel Palma Real, Tulum",$380,ui_bubble_rating bubble_45,3.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Se admiten mascotas ( Se aceptan perros / mascotas ),Conserje,Hotel para no fumadores,Limpieza en seco,Aire acondicionado,Habitaciones para no fumadores,Habitaciones para familias,Habitaciones para fumadores disponibles",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d2348059-Reviews-OYO_Hotel_Palma_Real-Tulum_Yucatan_Peninsula.html
Riviera Maya,6 opiniones,Tulum Banana Hostel,,,4.5,"Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Desayuno gratis,Bar/Salón,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d19268158-Reviews-Tulum_Banana_Hostel-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,"EKLUM, Tulum",,,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Se admiten mascotas ( Se aceptan perros / mascotas ),Transporte al aeropuerto,Terraza en la azotea,Seguridad las 24 horas,Cortinas blackout,Aire acondicionado,Baño adicional,Comedor,Servicio de limpieza,Balcón privado,Camas extralargas,Productos de tocador de cortesía,Vista a la ciudad,Vista a un lugar de interés,Vista a la piscina,Suite nupcial,Habitaciones para no fumadores,Suites,Habitaciones para familias,Habitaciones para fumadores disponibles",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d15618012-Reviews-Boho_Tulum_Apartments-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,"Hotel Amor Eterno, Tulum",,,5.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d17518810-Reviews-Hotel_Amor_Eterno-Tulum_Yucatan_Peninsula.html
Riviera Maya,39 opiniones,Ikal Tulum Boutique Hotel,"$4,232,$4,232,$4,183",ui_bubble_rating bubble_25,3.0,"Bar/Salón,Restaurante,Muebles de exterior,Aire acondicionado",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d17409879-Reviews-Ikal_Tulum_Boutique_Hotel-Tulum_Yucatan_Peninsula.html
Riviera Maya,4 opiniones,"El Cielo Hotel Boutique Alojamiento, Tulum",$991,,3.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Toallas para la piscina/playa,Bar/Salón,Playa,Actividades infantiles (Ideal para niños / familias),Transporte gratis al aeropuerto,Masaje de manos,Habitación libre de alérgenos,Habitaciones insonorizadas,Aire acondicionado,Escritorio,Máquina de café/té,TV pantalla plana,Camas extralargas,Bañera/Ducha,Vista a la ciudad,Habitaciones para no fumadores,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d17690098-Reviews-El_Cielo_Hotel_Boutique-Tulum_Yucatan_Peninsula.html
Riviera Maya,9 opiniones,"Kiin Luxury Resort Condos All Inclusive, Tulum",,,3.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Playa,Campo de golf,Guardería,Se admiten mascotas ( Se aceptan perros / mascotas ),Transporte al aeropuerto,Aire acondicionado,Servicio de limpieza,Microondas,Refrigerador,Habitaciones para no fumadores,Habitaciones para familias",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d13310306-Reviews-Kiin_Luxury_Resort_Condos_All_Inclusive-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,Xiinbal Tulum Hotel,,,4.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d21289877-Reviews-Xiinbal_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,"Casa Wahh Alojamiento, Tulum",,,4.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d23365126-Reviews-Casa_Wahh-Tulum_Yucatan_Peninsula.html
Riviera Maya,3 opiniones,"Casa Patrones Hostal especializado, Tulum",,,3.5,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d17457303-Reviews-Casa_Patrones-Tulum_Yucatan_Peninsula.html
Riviera Maya,16 opiniones,Mistiq Tulum Apartamento,,ui_bubble_rating bubble_35,3.0,"Piscina cubierta,Servicio a la habitación,Kitchenette",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d23165446-Reviews-Mistiq_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,17 opiniones,Saasil Tulum Apartamento,,,3.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Centro de negocios con acceso a Internet,Conserje,Hotel para no fumadores,Aire acondicionado,Kitchenette,Microondas,Refrigerador,Habitaciones para no fumadores,Suites,Habitaciones para familias",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d15355040-Reviews-Saasil_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,"Villa Flor de Mayo, Tulum",,,5.0,"Internet de alta velocidad gratuito (WiFi),Desayuno gratis,Alquiler de bicicletas,Transporte al aeropuerto,Almacenamiento de equipaje,Conserje,Hotel para no fumadores,Servicio de lavandería,Aire acondicionado",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d16640158-Reviews-Villa_Flor_de_Mayo-Tulum_Yucatan_Peninsula.html
Riviera Maya,3 opiniones,"Amazing Jungle-View Condo, Tulum",,,3.5,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d8078167-Reviews-Amazing_Jungle_View_Condo-Tulum_Yucatan_Peninsula.html
Riviera Maya,5 opiniones,Una Luna Tulum Hotel especializado,,ui_bubble_rating bubble_20,3.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d15556238-Reviews-Una_Luna_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,9 opiniones,"Hotel Casaia, Tulum",,ui_bubble_rating bubble_30,3.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Bicicletas disponibles,Cadenas de televisión para niños,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Solárium,Almacenamiento de equipaje,Aire acondicionado,Servicio de limpieza,Habitaciones interconectadas disponibles,Plancha,Servicio de despertador/Reloj despertador,Bañera/Ducha",2.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d9452181-Reviews-Hotel_Casaia-Tulum_Yucatan_Peninsula.html
Riviera Maya,9 opiniones,Cacao Tulum -Luxury Condos- Aparthotel,,ui_bubble_rating bubble_40,3.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d23314951-Reviews-Cacao_Tulum_Luxury_Condos-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,Tua Tulum Villa vacacional,,,5.0,Actividades infantiles (Ideal para niños / familias),,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d17697926-Reviews-Tua_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,"Casa-Laha, Tulum",,,5.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d19458446-Reviews-Casa_Laha-Tulum_Yucatan_Peninsula.html
Riviera Maya,2 opiniones,"Kambulum Nature Eco Villas, Tulum",,,4.5,"Internet,Desayuno disponible",2.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d10619032-Reviews-Kambulum_Nature_Eco_Villas-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,"Hotel Casa de la Luz Alojamiento, Tulum",,,5.0,,2.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d17518588-Reviews-Hotel_Casa_de_la_Luz-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,"Edificio Alma Alojamiento, Tulum",,,5.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d16866075-Reviews-Edificio_Alma-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,Manor Tulum Alojamiento,,,5.0,"Bañera de hidromasaje,Actividades infantiles (Ideal para niños / familias)",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d17628090-Reviews-Manor_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,"Eco Lodge By Biwa Casa de campo, Tulum",,,5.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d21186356-Reviews-Eco_Lodge_By_Biwa-Tulum_Yucatan_Peninsula.html
Riviera Maya,39 opiniones,Hotel Blanco Tulum,,ui_bubble_rating bubble_30,3.0,"Estacionamiento público gratuito cercano,Internet de alta velocidad gratuito (WiFi),Piscina,Esnórquel,Tours en bicicleta,Transporte al aeropuerto,Solo para adultos,Terraza en la azotea,Cortinas blackout,Aire acondicionado,Servicio de limpieza,Balcón privado,Caja fuerte,TV por cable/satélite,Camas extralargas,Bañera/Ducha,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d19176317-Reviews-Hotel_Blanco_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,52 opiniones,Hotel Maya Cabanas & Cenote Tulum,,ui_bubble_rating bubble_20,3.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Canotaje,Buceo,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Solárium,Almacenamiento de equipaje,Servicio de limpieza,Habitaciones para no fumadores,Habitaciones para familias",1.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d8661372-Reviews-Hotel_Maya_Cabanas_Cenote_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,3 opiniones,"Hotel Iker, Tulum",,ui_bubble_rating bubble_45,4.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Actividades infantiles (Ideal para niños / familias),Recepción disponible las 24 horas,Servicio de lavandería,Aire acondicionado,Escritorio,Servicio de limpieza,Estante para la ropa,Refrigerador,Productos de tocador de cortesía,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d3431350-Reviews-Hotel_Iker-Tulum_Yucatan_Peninsula.html
Riviera Maya,14 opiniones,"Casa Xanath, Tulum",,ui_bubble_rating bubble_40,4.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Bar/Salón,Juegos de mesa/Rompecabezas,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Masaje,Cortinas blackout,Aire acondicionado,Servicio de limpieza,Sala de estar,Sofá,Máquina de café/té,Sofá cama,Bañera/Ducha,Vista a la ciudad,Vista a la piscina,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d13302941-Reviews-Casa_Xanath-Tulum_Yucatan_Peninsula.html
Riviera Maya,29 opiniones,Nnam Tulum Hotel,,ui_bubble_rating bubble_50,4.0,"Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Almacenamiento de equipaje,Conserje,Hotel para no fumadores,Servicio de lavandería,Aire acondicionado,Habitaciones para no fumadores",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d17387560-Reviews-Nnam_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,2 opiniones,"Casa Ojo de Tigre, Tulum",,,4.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d20210489-Reviews-Casa_Ojo_de_Tigre-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,"Good Vibes Hostel, Tulum",,,5.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d21420053-Reviews-Good_Vibes_Hostel-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,"Puerta Zama By Moskito Alojamiento, Tulum",,,5.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d21174650-Reviews-Puerta_Zama_By_Moskito-Tulum_Yucatan_Peninsula.html
Riviera Maya,15 opiniones,"Casa Macarena Alojamiento, Tulum",,,4.5,"Estacionamiento gratis,Internet gratuito,Bañera de hidromasaje,Desayuno gratis,Playa,Bicicletas disponibles,Se admiten mascotas ( Se aceptan perros / mascotas ),Servicios gratuitos de taxi o transporte,Cortinas blackout,Aire acondicionado,Playa privada,Comedor,Servicio de limpieza,Máquina de café/té,TV pantalla plana,Bañera/Ducha,Vista a un lugar de interés,Vista a la piscina,Suites,Habitaciones para fumadores disponibles",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d15326740-Reviews-Casa_Macarena-Tulum_Yucatan_Peninsula.html
Riviera Maya,18 opiniones,"Alma de Flores Alojamiento, Tulum",,ui_bubble_rating bubble_50,4.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Vino/Champagne,Alquiler de bicicletas,Guardería,Se admiten mascotas ( Se aceptan perros / mascotas ),Transporte al aeropuerto,Cortinas blackout,Aire acondicionado,Servicio de limpieza,Habitaciones interconectadas disponibles,Máquina de café/té,TV pantalla plana,Camas extralargas,Bañera/Ducha,Habitaciones para no fumadores,Suites,Habitaciones para familias,Habitaciones para fumadores disponibles",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d15791936-Reviews-Alma_de_Flores-Tulum_Yucatan_Peninsula.html
Riviera Maya,25 opiniones,"Villas Akalan, Tulum",,ui_bubble_rating bubble_40,4.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Solárium,Almacenamiento de equipaje,Red para mosquitos,Aire acondicionado,Servicio de limpieza,Habitaciones interconectadas disponibles,Caja fuerte,Máquina de café/té,Kitchenette,Ducha a ras de suelo,Secador de pelo,Habitaciones para no fumadores,Habitaciones para familias",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d6594548-Reviews-Villas_Akalan-Tulum_Yucatan_Peninsula.html
Riviera Maya,177 opiniones,"Azucar Hotel, Tulum",,ui_bubble_rating bubble_40,4.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Internet,Bar/Salón,Playa,Hotel para no fumadores,Muebles de exterior,Recepción disponible las 24 horas,Playa privada,Servicio de limpieza,Caja fuerte,Refrigerador,Vista al mar,Habitaciones para familias",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d1425833-Reviews-Azucar_Hotel-Tulum_Yucatan_Peninsula.html
Riviera Maya,8 opiniones,Mi Tulum Hotel especializado,,,5.0,"Estacionamiento gratis,Internet gratuito,Wifi,Piscina,Los niños se alojan gratis,Transporte al aeropuerto,Red para mosquitos,Hotel para no fumadores,Cortinas blackout,Aire acondicionado,Comedor,Servicio de limpieza,Balcón privado,Máquina de café/té,TV pantalla plana,Ducha a ras de suelo,Vista a la piscina,Habitaciones para no fumadores,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d17018121-Reviews-Mi_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,21 opiniones,"Hotel Los Arrecifes, Tulum",,,4.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Wifi,Restaurante,Playa,Transporte al aeropuerto,Conserje,Servicio de lavandería,Aire acondicionado,Playa privada,Minibar,Vista al mar,Habitaciones para familias,Habitaciones para fumadores disponibles",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d596281-Reviews-Hotel_Los_Arrecifes-Tulum_Yucatan_Peninsula.html
Riviera Maya,38 opiniones,"Aruma Hotel & Boutique B & B, Tulum",,ui_bubble_rating bubble_40,4.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Desayuno gratis,Alquiler de bicicletas,Guardería,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Aire acondicionado,Servicio de limpieza,Botellas de agua,Servicio de despertador/Reloj despertador,Kitchenette,Refrigerador,Bañera/Ducha,Productos de tocador de cortesía,Habitaciones para no fumadores,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d13308376-Reviews-Aruma_Hotel_Boutique-Tulum_Yucatan_Peninsula.html
Riviera Maya,21 opiniones,"El Dorado Royale A Spa Resort by Karisma, Tulum","$8,377",ui_bubble_rating bubble_45,4.0,"Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Bar/Salón,Playa,Transporte al aeropuerto,Centro de negocios con acceso a Internet,Spa,Recepción disponible las 24 horas,Aire acondicionado,Servicio a la habitación,Caja fuerte",5.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d20094344-Reviews-El_Dorado_Royale_A_Spa_Resort_by_Karisma-Tulum_Yucatan_Peninsula.html
Riviera Maya,37 opiniones,"Hotel Mundo Maya Hostal, Tulum",,ui_bubble_rating bubble_45,4.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Piscina al aire libre,Desayuno gratis,Restaurante,Almacenamiento de equipaje,Aire acondicionado,Habitaciones para no fumadores",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d4182482-Reviews-Hotel_Mundo_Maya-Tulum_Yucatan_Peninsula.html
Riviera Maya,14 opiniones,"Hotel Central Station, Tulum",,,4.5,"Internet de alta velocidad gratuito (WiFi),Hotel para no fumadores,Aire acondicionado,Servicio de limpieza,Caja fuerte,Máquina de café/té,Bañera/Ducha,Productos de tocador de cortesía",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d13453433-Reviews-Hotel_Central_Station-Tulum_Yucatan_Peninsula.html
Riviera Maya,48 opiniones,"Hotel Roc Luxe Tulum, Tulum Beach",,ui_bubble_rating bubble_40,4.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Playa,Alquiler de bicicletas,Se admiten mascotas ( Se aceptan perros / mascotas ),Cortinas blackout,Batas de baño,Aire acondicionado,Servicio de limpieza,Balcón privado,Máquina de café/té,Camas extralargas,Ducha a ras de suelo,Vista a la montaña,Vista al mar,Vista a la piscina,Habitaciones para no fumadores,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g23240074-d23247767-Reviews-Hotel_Roc_Luxe_Tulum-Tulum_Beach_Tulum_Yucatan_Peninsula.html
Riviera Maya,19 opiniones,Residence Robinson Tulum Apartamento,,ui_bubble_rating bubble_50,5.0,"Internet de alta velocidad gratuito (WiFi),Internet,Red para mosquitos,Habitaciones insonorizadas,Aire acondicionado,Caja fuerte,Estante para la ropa,Plancha,Máquina de café/té,Kitchenette,Bañera/Ducha",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d9985099-Reviews-Residence_Robinson_Tulum-Tulum_Yucatan_Peninsula.html
Papantla,114 opiniones,"Hotel Tajin, Papantla, Veracruz",,ui_bubble_rating bubble_35,3.5,"Internet de alta velocidad gratuito (WiFi),Piscina,Bar/Salón,Actividades infantiles (Ideal para niños / familias),Conserje,Hotel para no fumadores,Recepción disponible las 24 horas,Limpieza en seco,Aire acondicionado,Teléfono,Bañera/Ducha,Habitaciones para familias",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g1202651-d595695-Reviews-Hotel_Tajin-Papantla_Central_Mexico_and_Gulf_Coast.html
Riviera Maya,208 opiniones,Yoga Shala Tulum Complejo turístico especializado,,ui_bubble_rating bubble_45,4.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Wifi,Restaurante,Hotel para no fumadores,Habitaciones para no fumadores",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d1727843-Reviews-Yoga_Shala_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Nayarit,21 opiniones,"Distrito 88 Alojamiento, Sayulita, Nayarit",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Desayuno gratis,Playa,Transporte al aeropuerto,Solo para adultos,Almacenamiento de equipaje,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Kitchenette,Microondas,Minibar,Refrigerador,TV pantalla plana,Vista al mar,Vista a la ciudad,Vista a la piscina,Habitaciones para no fumadores,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g445056-d17377104-Reviews-Distrito_88-Sayulita_Pacific_Coast.html
