city,comments,name,prices,quality_price,rating,services,stars,url
Ciudad del Carmen,322 opiniones,"Fiesta Inn & Loft Ciudad del Carmen Hotel, Campeche","$1,126,$1,091,$1,126",ui_bubble_rating bubble_45,4.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Actividades infantiles (Ideal para niños / familias),Centro de negocios con acceso a Internet,Almacenamiento de equipaje,Recepción disponible las 24 horas,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,TV pantalla plana,Habitaciones para no fumadores",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g317140-d8535033-Reviews-Fiesta_Inn_Loft_Ciudad_del_Carmen-Ciudad_del_Carmen_Yucatan_Peninsula.html
Ciudad del Carmen,360 opiniones,"Hyatt Place Ciudad del Carmen Hotel, Campeche","$1,199,$1,199,$1,199",ui_bubble_rating bubble_45,4.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Cadenas de televisión para niños,Actividades infantiles (Ideal para niños / familias),Centro de negocios con acceso a Internet,Habitaciones insonorizadas,Aire acondicionado,Escritorio,Chimenea,Servicio de limpieza,Máquina de café/té,TV pantalla plana,Bañera/Ducha,Habitaciones para no fumadores,Habitaciones para familias",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g317140-d7084694-Reviews-Hyatt_Place_Ciudad_del_Carmen-Ciudad_del_Carmen_Yucatan_Peninsula.html
Ciudad del Carmen,439 opiniones,Hampton Inn Ciudad del Carmen Campeche Hotel,"$1,049,$1,049,$1,049,$1,049,$1,049,$1,049",ui_bubble_rating bubble_45,4.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Campo de golf,Actividades infantiles (Ideal para niños / familias),Se admiten mascotas ( Se aceptan perros / mascotas ),Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Caja fuerte,Instalaciones de habitación VIP,TV pantalla plana,Suite nupcial,Habitaciones para no fumadores,Suites,Habitaciones para familias",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g317140-d2423056-Reviews-Hampton_Inn_by_Hilton_Ciudad_del_Carmen_Campeche-Ciudad_del_Carmen_Yucatan_Peninsula.html
Isla Aguada,9 opiniones,"Freedom Shores, Isla Aguada",,ui_bubble_rating bubble_30,4.0,"Internet de alta velocidad gratuito (WiFi),Wifi,Bar/Salón,Restaurante,Playa,Actividades infantiles (Ideal para niños / familias),Red para mosquitos,Servicio de lavandería,Aire acondicionado,Escritorio,Servicio a la habitación,Sala de estar,Bañera/Ducha,Habitaciones para familias",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g6368948-d3524783-Reviews-Freedom_Shores-Isla_Aguada_Yucatan_Peninsula.html
Hoteles en Puerto Vallarta,"4,583 opiniones","Velas Vallarta Resort (todo incluido), Puerto Vallarta, Jalisco","$6,970",ui_bubble_rating bubble_45,4.5,"Estacionamiento gratis,Internet gratuito,Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Playa,Buceo,Guardería,Aire acondicionado,Baño adicional,Servicio de limpieza,Habitaciones interconectadas disponibles,Balcón privado,Kitchenette,Microondas,TV pantalla plana,Vista al mar,Habitaciones para no fumadores,Suites,Habitaciones para familias,Habitaciones para fumadores disponibles",4.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150793-d154767-Reviews-Velas_Vallarta-Puerto_Vallarta.html
Riviera Nayarit,"2,632 opiniones","Villa La Estancia Beach Resort & Spa Riviera Nayarit, Flamingos","$9,008,$7,552",ui_bubble_rating bubble_45,4.5,"Estacionamiento gratis,Internet gratuito,Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Playa,Buceo,Guardería,Aire acondicionado,Baño adicional,Servicio de limpieza,Habitaciones interconectadas disponibles,Balcón privado,Kitchenette,Microondas,TV pantalla plana,Vista al mar,Suite nupcial,Habitaciones para no fumadores,Suites,Habitaciones para familias",5.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g9723540-d776424-Reviews-Villa_La_Estancia_Beach_Resort_Spa_Riviera_Nayarit-Flamingos_Nuevo_Vallarta_Pacific_Co.html
Riviera Nayarit,884 opiniones,"Playa Escondida Hotel, Sayulita, Nayarit",,ui_bubble_rating bubble_45,4.5,"Estacionamiento,Internet de alta velocidad gratuito (WiFi),Piscina,Bar/Salón,Playa,Pesca,Transporte al aeropuerto,Spa,Aire acondicionado,Playa privada,Servicio de limpieza,Balcón privado,Caja fuerte,Sala de estar,Refrigerador,Vista al mar,Habitaciones para no fumadores,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g445056-d612032-Reviews-Playa_Escondida-Sayulita_Pacific_Coast.html
Hoteles en Puerto Vallarta,"2,150 opiniones","Mayan Palace at Vidanta Puerto Vallarta Hotel, Jalisco",,ui_bubble_rating bubble_40,4.5,"Estacionamiento,Wifi,Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Playa,Buceo,Los niños se alojan gratis,Aire acondicionado,Playa privada,Baño adicional,Balcón privado,Servicio a la habitación,Kitchenette,Microondas,TV pantalla plana,Vista al mar,Habitaciones para no fumadores,Suites,Habitaciones para familias",3.5 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150793-d263326-Reviews-Mayan_Palace_at_Vidanta_Puerto_Vallarta-Puerto_Vallarta.html
Riviera Nayarit,"8,858 opiniones","Grand Luxxe at Vidanta Nuevo Vallarta Hotel, Riviera Nayarit",,ui_bubble_rating bubble_45,4.5,"Estacionamiento con servicio de valet,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Playa,Bádminton,Guardería,Cortinas blackout,Habitaciones insonorizadas,Aire acondicionado,Playa privada,Máquina de café/té,TV por cable/satélite,Sofá cama,Ducha a ras de suelo,Vista a la montaña,Vista al mar,Vista a la ciudad,Vista a la piscina,Habitaciones para no fumadores,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g154267-d2045818-Reviews-Grand_Luxxe_at_Vidanta_Nuevo_Vallarta-Nuevo_Vallarta_Pacific_Coast.html
Hoteles en Puerto Vallarta,669 opiniones,"Vallarta Shores Hotel, Puerto Vallarta, Jalisco",,ui_bubble_rating bubble_45,4.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Café instantáneo gratis,Playa,Pesca,Se admiten mascotas ( Se aceptan perros / mascotas ),Alquiler de autos,Habitación libre de alérgenos,Cortinas blackout,Aire acondicionado,Playa privada,Baño adicional,Máquina de café/té,TV por cable/satélite,Productos de tocador de cortesía,Vista al mar,Habitaciones para no fumadores,Suites",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150793-d225452-Reviews-Vallarta_Shores-Puerto_Vallarta.html
Hoteles en Puerto Vallarta,224 opiniones,"V Azul Luxury Vacation Rentals Apartamento, Puerto Vallarta, Jalisco",,ui_bubble_rating bubble_50,5.0,"Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Transporte al aeropuerto,Solo para adultos,Terraza en la azotea,Secador de ropa,Servicio de lavandería,Habitaciones insonorizadas,Aire acondicionado,Caja fuerte,Sala de estar,Plancha,Kitchenette,Microondas,TV pantalla plana,Vista al mar,Habitaciones para no fumadores,Suites",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150793-d10367104-Reviews-V_Azul_Luxury_Vacation_Rentals-Puerto_Vallarta.html
Riviera Nayarit,"4,153 opiniones","Marival Distinct Luxury Residences Resort (todo incluido), Nuevo Vallarta, Riviera Nayarit","$13,234,$11,597",ui_bubble_rating bubble_45,4.5,"Estacionamiento gratis,Internet gratuito,Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Alquiler de bicicletas,Buceo,Guardería,Aire acondicionado,Playa privada,Baño adicional,Comedor,Máquina de café/té,TV pantalla plana,Sofá cama,Bañera/Ducha,Vista al mar,Habitaciones para no fumadores,Suites,Habitaciones para familias",4.5 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g154267-d154855-Reviews-Marival_Distinct_Luxury_Residences-Nuevo_Vallarta_Pacific_Coast.html
Riviera Nayarit,250 opiniones,"PAL.MAR Hotel Tropical, San Pancho, Nayarit",,ui_bubble_rating bubble_50,5.0,"Estacionamiento en la calle,Wifi,Piscina,Clases de yoga,Excursionismo,Paseo a caballo,Masaje,Hotel para no fumadores,Aire acondicionado,Servicio de limpieza,Balcón privado,Caja fuerte,Máquina de café/té,Kitchenette,Bañera/Ducha,Productos de tocador de cortesía,Vista a la montaña,Vista a la ciudad,Vista a la piscina,Habitaciones para no fumadores",,https://www.tripadvisor.com.mx/Hotel_Review-g552077-d633638-Reviews-PAL_MAR_Hotel_Tropical-San_Francisco_Pacific_Coast.html
Hoteles en Puerto Vallarta,"2,060 opiniones","Casa Velas Resort (todo incluido), Puerto Vallarta, Jalisco","$12,377,$12,377",ui_bubble_rating bubble_45,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina para adultos,Gimnasio / Sala de entrenamiento,Bar/Salón,Campo de golf,Personal de entretenimiento,Transporte al aeropuerto,Cortinas blackout,Batas de baño,Aire acondicionado,Escritorio,Servicio de limpieza,Máquina de café/té,TV pantalla plana,Bañera/Ducha,Vista a la piscina,Suite nupcial,Habitaciones para no fumadores,Suites",4.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150793-d155190-Reviews-Casa_Velas-Puerto_Vallarta.html
Riviera Nayarit,"2,717 opiniones","Mayan Palace at Vidanta Nuevo Vallarta Hotel, Riviera Nayarit",,ui_bubble_rating bubble_35,4.5,"Estacionamiento vigilado,Internet gratuito,Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Playa,Buceo,Los niños se alojan gratis,Aire acondicionado,Playa privada,Baño adicional,Servicio de limpieza,Balcón privado,Kitchenette,Microondas,TV pantalla plana,Vista al mar,Habitaciones para no fumadores,Suites,Habitaciones para familias",4.5 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g154267-d226303-Reviews-Mayan_Palace_at_Vidanta_Nuevo_Vallarta-Nuevo_Vallarta_Pacific_Coast.html
B & B y posadas de Puerto Vallarta,334 opiniones,"Quinta Maria Cortez B & B, Puerto Vallarta, Jalisco",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Desayuno gratis,Playa,Esnórquel,Solo para adultos,Terraza en la azotea,Aire acondicionado,Playa privada,Servicio de limpieza,Balcón privado,Caja fuerte,Kitchenette,Microondas,Refrigerador,Vista al mar,Habitaciones para no fumadores,Suites,Habitaciones para familias",4.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150793-d156789-Reviews-Quinta_Maria_Cortez-Puerto_Vallarta.html
Riviera Nayarit,"2,169 opiniones","The Grand Bliss Resort, Nuevo Vallarta, Riviera Nayarit",,ui_bubble_rating bubble_40,4.5,"Estacionamiento,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Playa,Campo de golf,Guardería,Aire acondicionado,Playa privada,Baño adicional,Servicio de limpieza,Balcón privado,Kitchenette,Microondas,TV pantalla plana,Vista al mar,Habitaciones para no fumadores,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g154267-d1974703-Reviews-The_Grand_Bliss_at_Vidanta_Nuevo_Vallarta-Nuevo_Vallarta_Pacific_Coast.html
Todos Santos,245 opiniones,"Los Colibris Casitas Villa vacacional, Todos Santos, Baja California",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Clases de yoga,Desayuno disponible,Playa,Buceo,Libros, DVD, música para niños,Aire acondicionado,Comedor,Servicio de limpieza,Balcón privado,Kitchenette,Refrigerador,Bañera/Ducha,Secador de pelo,Vista al mar,Habitaciones para no fumadores",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150777-d1453143-Reviews-Los_Colibris_Casitas-Todos_Santos_Baja_California.html
Isla Aguada,34 opiniones,"Cabañas Laguna Complejo turístico especializado, Isla Aguada",,ui_bubble_rating bubble_40,4.0,"Estacionamiento gratis,Wifi,Piscina,Cafetería,Playa,Alquiler de bicicletas,Piscina para niños,Se admiten mascotas ( Se aceptan perros / mascotas ),Cortinas blackout,Aire acondicionado,Escritorio,Servicio de limpieza,Balcón privado,Máquina de café/té,Lavavajillas,Bañera/Ducha,Vista a la piscina,Habitaciones para no fumadores,Habitaciones para familias",4.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g6368948-d6351569-Reviews-Cabanas_Laguna-Isla_Aguada_Yucatan_Peninsula.html
B & B y posadas de Puerto Vallarta,456 opiniones,"Hacienda Alemana Boutique Hotel Posada, Puerto Vallarta, Jalisco",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Desayuno gratis,Buceo,Excursionismo,Se admiten mascotas ( Se aceptan perros / mascotas ),Alquiler de autos,Habitación libre de alérgenos,Cortinas blackout,Aire acondicionado,Baño adicional,Máquina de café/té,TV pantalla plana,Camas extralargas,Ducha a ras de suelo,Vista a la montaña,Vista a la piscina,Suites",4.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150793-d656292-Reviews-Hacienda_Alemana_Boutique_Hotel-Puerto_Vallarta.html
Riviera Nayarit,"2,100 opiniones","Sea Garden at Vidanta Nuevo Vallarta Hotel, Riviera Nayarit",,ui_bubble_rating bubble_40,4.5,"Estacionamiento,Piscina,Bar/Salón,Playa,Buceo,Los niños se alojan gratis,Transporte al aeropuerto,Salón de banquetes,Aire acondicionado,Playa privada,Balcón privado,Servicio a la habitación,Caja fuerte,Kitchenette,Microondas,TV pantalla plana,Vista al mar,Habitaciones para no fumadores,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g154267-d570126-Reviews-Sea_Garden_at_Vidanta_Nuevo_Vallarta-Nuevo_Vallarta_Pacific_Coast.html
Riviera Nayarit,"4,790 opiniones",Villa del Palmar Flamingos Beach Resort & Spa Hotel,"$2,385,$2,311",ui_bubble_rating bubble_45,4.5,"Estacionamiento,Wifi,Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Playa,Ejercicios aeróbicos,Guardería,Cortinas blackout,Aire acondicionado,Baño adicional,Servicio de limpieza,Habitaciones interconectadas disponibles,Kitchenette,Microondas,TV pantalla plana,Vista al mar,Habitaciones para no fumadores,Suites,Habitaciones para familias",4.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g9723540-d320513-Reviews-Villa_Del_Palmar_Flamingos_Beach_Resort_And_Spa-Flamingos_Nuevo_Vallarta_Pacific_Coast.html
Riviera Nayarit,558 opiniones,"El Pueblito Sayulita Hotel, Nayarit","$2,100,$2,100",ui_bubble_rating bubble_45,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Bar/Salón,Se admiten mascotas ( Se aceptan perros / mascotas ),Almacenamiento de equipaje,Conserje,Recepción disponible las 24 horas,Habitaciones insonorizadas,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Caja fuerte,Máquina de café/té,TV pantalla plana,Bañera/Ducha,Habitaciones para no fumadores,Suites,Habitaciones para familias",3.5 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g445056-d12716996-Reviews-El_Pueblito_Sayulita-Sayulita_Pacific_Coast.html
Riviera Nayarit,303 opiniones,"Hotel Ysuri Sayulita Hostal especializado, Nayarit","$1,785,$1,982,$1,982,$1,785,$1,795",ui_bubble_rating bubble_45,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Bar/Salón,Playa,Almacenamiento de equipaje,Conserje,Servicio de lavandería,Aire acondicionado,Caja fuerte,Sala de estar,Kitchenette,Microondas,Refrigerador,Habitaciones para no fumadores,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g445056-d15109902-Reviews-Hotel_Ysuri_Sayulita-Sayulita_Pacific_Coast.html
Hoteles en Puerto Vallarta,154 opiniones,"Hacienda Mosaico Villa vacacional, Puerto Vallarta, Jalisco",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Piscina al aire libre,Desayuno gratis,Bar/Salón,Hotel para no fumadores,Aire acondicionado,Habitaciones para no fumadores,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150793-d1155562-Reviews-Hacienda_Mosaico-Puerto_Vallarta.html
Riviera Nayarit,217 opiniones,"Casa de Mita Hotel, Punta de Mita, Nayarit",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Playa,Se admiten mascotas ( Se aceptan perros / mascotas ),Transporte al aeropuerto,Aire acondicionado,Playa privada,Chimenea,Balcón privado,Servicio a la habitación,Caja fuerte,Minibar,Refrigerador,Vista al mar,Habitaciones para no fumadores,Suites",5.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g499443-d1025161-Reviews-Casa_De_Mita-Punta_de_Mita_Pacific_Coast.html
B & B y posadas de Puerto Vallarta,240 opiniones,"Villa Lola B & B, Puerto Vallarta, Jalisco",,ui_bubble_rating bubble_50,5.0,"Internet de alta velocidad gratuito (WiFi),Piscina,Desayuno gratis,Masaje de manos,Solo para adultos,Terraza en la azotea,Check-in y check-out privado,Servicio de lavandería,Aire acondicionado,Servicio de limpieza,Caja fuerte,Guardarropa/Ropero,Plancha,TV pantalla plana,Ducha a ras de suelo,Productos de tocador de cortesía,Habitaciones para no fumadores,Suites",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150793-d10796442-Reviews-Villa_Lola-Puerto_Vallarta.html
B & B y posadas de Puerto Vallarta,855 opiniones,"Garlands Del Rio Boutique Hotel B & B, Puerto Vallarta, Jalisco",,ui_bubble_rating bubble_50,5.0,"Estacionamiento público pagado en el predio,Internet de alta velocidad gratuito (WiFi),Piscina,Desayuno gratis,Se admiten mascotas ( Se aceptan perros / mascotas ),Transporte al aeropuerto,Masaje,Almacenamiento de equipaje,Aire acondicionado,Balcón privado,Servicio a la habitación,Caja fuerte,TV pantalla plana,Habitaciones para no fumadores,Suites,Habitaciones para familias",4.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150793-d8632467-Reviews-Garlands_Del_Rio_Boutique_Hotel-Puerto_Vallarta.html
Riviera Nayarit,142 opiniones,"The Estates at Vidanta Nuevo Vallarta Resort, Riviera Nayarit",,ui_bubble_rating bubble_45,5.0,"Estacionamiento con servicio de valet,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Playa,Actividades infantiles (Ideal para niños / familias),Servicios gratuitos de taxi o transporte,Aire acondicionado,Baño adicional,Servicio a la habitación,Caja fuerte,Kitchenette,Habitaciones para no fumadores,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g154267-d23036680-Reviews-The_Estates_at_Vidanta_Nuevo_Vallarta-Nuevo_Vallarta_Pacific_Coast.html
Hoteles en Puerto Vallarta,401 opiniones,"Casa de los Arcos Hotel especializado, Puerto Vallarta, Jalisco",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Esnórquel,Se admiten mascotas ( Se aceptan perros / mascotas ),Transporte al aeropuerto,Terraza en la azotea,Hotel para no fumadores,Aire acondicionado,Caja fuerte,Kitchenette,Microondas,Refrigerador,Utensilios de cocina,TV pantalla plana,Productos de tocador de cortesía,Vista al mar,Habitaciones para no fumadores,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150793-d1599609-Reviews-Casa_de_los_Arcos-Puerto_Vallarta.html
